NeoKi   60.369    2.581       101                 A      U
NeoKi   64.335    2.946       128                 B      U
NeoKi   62.338   11.042       137                 B      U
NeoKi   62.402    5.515        92                 A      U
NeoKi   64.466   30.709       125                 A      U
NeoKi   67.496   23.879       146                 B      U
NeoKi   63.738   20.520       128                 C      U
NeoKi   65.295   25.038       134                 A      U
NeoKi   68.046   17.269       149                 A      U
NeoKi   66.369    6.371       113                 A      U
NeoKi   64.170   14.775       137                 B      U
NeoKi   66.264   12.765       137                 B      U
NeoKi   71.894   20.877       173                 A      U
NeoKi   71.206   28.752       176                 C      U
NeoKi   40.207    1.653        11                 A      U
NeoKi   34.377   10.712       149                 A      U
NeoKi   30.394   10.226       140                 B      U
NeoKi   32.016   11.903       125                 A      U
NeoKi   35.073    7.717       149                 B      U
NeoKi   32.969   33.484        17                 C      U
NeoKi   43.885   23.244       176                 B      U
NeoKi   39.918   21.812        77                 A      U
NeoKi   40.356   27.020        86                 A      U
NeoKi   41.407   24.035        86                 A      U
NeoKi   37.435   22.607        98                 C      U
NeoKi   37.843   27.639        89                 A      U
NeoKi   36.409   25.453        77                 B      U
NeoKi   56.150    2.291       143                 A      U
NeoKi   52.182    2.080       143                 A      U
NeoKi   53.481    8.593       170                 A      U
NeoKi   53.976    4.342       149                 A      U
NeoKi   47.308   18.944        41                 A      U
NeoKi   46.568   13.024         8                 C      U
NeoKi   50.507   14.116       161                 A      U
NeoKi   48.157   15.376       107                 A      U
NeoKi   44.234    1.776       125                 B      U
NeoKi   45.534    7.278         2                 A      U
NeoKi   48.203    1.911       146                 A      U
NeoKi   46.019    3.668       158                 A      U
NeoKi   47.231    9.407       161                 A      U
NeoKi   49.998    3.968       158                 A      U
NeoKi   51.201   10.214         5                 A      U
NeoKi   49.510    7.873       152                 A      U
NeoKi   44.868   19.967        44                 A      U
NeoKi   44.187   14.283        58                 A      U
NeoKi   41.992    3.413        32                 A      U
NeoKi   32.813   16.584       143                 D      U
NeoKi   36.022   12.543       134                 D      U
NeoKi   35.243   15.580       137                 A      U
NeoKi   39.291   16.571       134                 A      U
NeoKi   40.106   13.369       143                 B      U
NeoKi   32.969   38.516       173                 A      U
NeoKi   34.270   36.000       167                 A      U
NeoKi   36.829   36.000         5                 C      U
NeoKi   45.423   25.960        29                 A      U
NeoKi   40.648   32.887         5                 C      U
NeoKi   55.384   60.708        95                 C      U
NeoKi   60.033   59.134       121                 B      U
NeoKi   57.916   62.344       107                 B      U
NeoKi   58.191    4.847       140                 A      U
NeoKi   55.384   11.292       158                 B      U
NeoKi   60.033   12.866       131                 B      U
NeoKi   57.916    9.656       137                 A      U
NeoKi   61.332   21.719        92                 D      U
NeoKi   60.413   26.684       128                 A      U
NeoKi   48.966   21.685         8                 A      U
NeoKi   52.281   16.869       158                 A      U
NeoKi   51.580   20.904         5                 A      U
NeoKi   54.872   15.712       167                 B      U
NeoKi   59.451   17.853       134                 A      U
NeoKi   63.738  -20.520        41                 C      U
NeoKi   64.170  -14.775        53                 B      U
NeoKi   66.264  -12.765        47                 A      U
NeoKi   37.384   -6.357       152                 B      U
NeoKi   36.238   -1.564       176                 A      U
NeoKi   37.964   -3.203       173                 A      U
NeoKi   35.073   -7.717       161                 C      U
NeoKi   33.397   -6.046       173                 D      U
NeoKi   56.150   -2.291       161                 C      U
NeoKi   52.182   -2.080       149                 A      U
NeoKi   53.976   -4.342       158                 A      U
NeoKi   45.534   -7.278       152                 D      U
NeoKi   48.203   -1.911       143                 C      U
NeoKi   46.019   -3.668       146                 D      U
NeoKi   49.998   -3.968       161                 B      U
NeoKi   39.097   -8.163       152                 A      U
NeoKi   43.219   -8.741       161                 B      U
NeoKi   41.460   -6.780       167                 A      U
NeoKi   38.428  -11.363       152                 B      U
NeoKi   29.408  -66.224        62                 D      U
NeoKi   32.258  -70.512        80                 D      U
NeoKi   40.207  -70.347        80                 B      U
NeoKi   37.384  -65.643        71                 D      U
NeoKi   36.238  -70.436        68                 C      U
NeoKi   37.964  -68.797        77                 C      U
NeoKi   34.377  -61.288        74                 C      U
NeoKi   33.983  -68.960        68                 C      U
NeoKi   33.397  -65.954        71                 C      U
NeoKi   46.568  -58.976        56                 A      U
NeoKi   44.234  -70.224        65                 B      U
NeoKi   45.534  -64.722        68                 A      U
NeoKi   48.203  -70.089        58                 B      U
NeoKi   46.019  -68.332        53                 A      U
NeoKi   47.231  -62.593        65                 A      U
NeoKi   49.510  -64.127        71                 B      U
NeoKi   44.187  -57.717        50                 A      U
NeoKi   41.992  -68.587        95                 A      U
NeoKi   39.097  -63.837        71                 D      U
NeoKi   43.219  -63.259        68                 A      U
NeoKi   41.460  -65.220        65                 B      U
NeoKi   42.531  -59.861        47                 A      U
NeoKi   57.916  -62.344        26                 C      U
NeoKi   51.580  -51.096        50                 C      U
NeoKi   54.872  -56.288        29                 A      U
NeoKi   48.055  -46.551        47                 D      U
NeoKi   39.918   93.812        58                 A      U
NeoKi   41.407   96.035        65                 C      U
NeoKi   37.435   94.607        65                 C      U
NeoKi   46.568   85.024        80                 A      U
NeoKi   44.187   86.283        80                 A      U
NeoKi   36.836   89.595        53                 C      U
NeoKi   30.000  141.094       176                 D      U
NeoKi   40.207  142.347       119                 A      U
NeoKi   37.384  137.643       125                 B      U
NeoKi   37.964  140.797       119                 B      U
NeoKi   31.228  129.255       134                 D      U
NeoKi   34.377  133.288       125                 A      U
NeoKi   32.016  132.097       140                 B      U
NeoKi   35.073  136.283       134                 A      U
NeoKi   33.983  140.960       146                 C      U
NeoKi   33.397  137.954       143                 C      U
NeoKi   32.969  110.516       121                 B      U
NeoKi   32.791  115.238       110                 A      U
NeoKi   36.704  113.585       107                 A      U
NeoKi   43.885  120.756       101                 C      U
NeoKi   39.918  122.188        92                 A      U
NeoKi   40.356  116.980       110                 A      U
NeoKi   41.407  119.965        95                 B      U
NeoKi   31.925  124.598       113                 C      U
NeoKi   35.923  123.460        98                 C      U
NeoKi   32.440  119.947       116                 B      U
NeoKi   33.445  122.662       110                 C      U
NeoKi   37.435  121.393        80                 B      U
NeoKi   37.843  116.361        89                 A      U
NeoKi   36.409  118.547        89                 A      U
NeoKi   47.308  125.056        92                 A      U
NeoKi   44.234  142.224       116                 D      U
NeoKi   44.868  124.033        83                 A      U
NeoKi   40.864  125.284        89                 B      U
NeoKi   43.332  126.334       101                 C      U
NeoKi   41.992  140.587       113                 A      U
NeoKi   39.097  135.837       104                 B      U
NeoKi   32.813  127.416       119                 C      U
NeoKi   36.022  131.457       116                 A      U
NeoKi   36.836  126.405        83                 A      U
NeoKi   35.243  128.420       101                 A      U
NeoKi   38.428  132.637       113                 B      U
NeoKi   45.423  118.040        95                 B      U
NeoKi   48.966  122.315        92                 C      U
NeoKi   52.378  100.258        74                 C      U
NeoKi   48.055  118.551        92                 C      U
NeoKi   49.673  115.276        83                 C      U
NeoKi   49.892  108.000        74                 D      U
NeoKi   53.922  112.017        58                 D      U
NeoKi   52.623  108.000        41                 A      U
NeoKi   60.369 -146.581       170                 B      U
NeoKi   64.335 -146.946         2                 A      U
NeoKi   62.338 -155.042       149                 B      U
NeoKi   62.402 -149.515       167                 B      U
NeoKi   64.466 -174.709       104                 A      U
NeoKi   67.496 -167.879       113                 B      U
NeoKi   63.738 -164.520       119                 A      U
NeoKi   65.295 -169.038       107                 A      U
NeoKi   68.311 -147.447       170                 B      U
NeoKi   70.328 -151.584       134                 A      U
